country,food_category,amount,type
Iran,Soybeans,0,co2_emmission
Iran,Nuts inc. Peanut Butter,21.52,co2_emmission
Tanzania,Pork,1.13,co2_emmission
Tanzania,Poultry,1.98,co2_emmission
Tanzania,Beef,187.92,co2_emmission
Tanzania,Lamb & Goat,44.83,co2_emmission
Tanzania,Fish,8.78,co2_emmission
Tanzania,Eggs,0.53,co2_emmission
Tanzania,Milk - inc. cheese,57.39,co2_emmission
Tanzania,Wheat and Wheat Products,3.04,co2_emmission
Tanzania,Rice,26.89,co2_emmission
Tanzania,Soybeans,0.02,co2_emmission
Tanzania,Nuts inc. Peanut Butter,10.51,co2_emmission
Senegal,Pork,3.33,co2_emmission
Senegal,Poultry,4.96,co2_emmission
Senegal,Beef,180.52,co2_emmission
Senegal,Lamb & Goat,111.71,co2_emmission
Senegal,Fish,36.63,co2_emmission
Senegal,Eggs,1.5,co2_emmission
Senegal,Milk - inc. cheese,24.02,co2_emmission
Senegal,Wheat and Wheat Products,7.12,co2_emmission
Senegal,Rice,92.51,co2_emmission
Senegal,Soybeans,0,co2_emmission
Senegal,Nuts inc. Peanut Butter,7.13,co2_emmission
Peru,Pork,13.63,co2_emmission
Peru,Poultry,12.59,co2_emmission
Peru,Beef,144.72,co2_emmission
Peru,Lamb & Goat,35.02,co2_emmission
Peru,Fish,25.13,co2_emmission
Peru,Eggs,8.05,co2_emmission
Peru,Milk - inc. cheese,88.53,co2_emmission
Peru,Wheat and Wheat Products,10.7,co2_emmission
Peru,Rice,62.6,co2_emmission
Peru,Soybeans,0.72,co2_emmission
Peru,Nuts inc. Peanut Butter,1.15,co2_emmission
Nicaragua,Pork,11.96,co2_emmission
Nicaragua,Poultry,22.89,co2_emmission
Nicaragua,Beef,145.96,co2_emmission
Nicaragua,Lamb & Goat,0.35,co2_emmission
Nicaragua,Fish,5.73,co2_emmission
Nicaragua,Eggs,4.5,co2_emmission
Nicaragua,Milk - inc. cheese,121.3,co2_emmission
Nicaragua,Wheat and Wheat Products,5.37,co2_emmission
Nicaragua,Rice,55.45,co2_emmission
Nicaragua,Soybeans,0,co2_emmission
Nicaragua,Nuts inc. Peanut Butter,4.18,co2_emmission
Vietnam,Pork,123.88,co2_emmission
Vietnam,Poultry,13.28,co2_emmission
Vietnam,Beef,229.58,co2_emmission
Vietnam,Lamb & Goat,4.9,co2_emmission
Vietnam,Fish,42.34,co2_emmission
Vietnam,Eggs,3.53,co2_emmission
Vietnam,Milk - inc. cheese,23.3,co2_emmission
Vietnam,Wheat and Wheat Products,2,co2_emmission
Vietnam,Rice,184.99,co2_emmission
Vietnam,Soybeans,2.59,co2_emmission
Vietnam,Nuts inc. Peanut Butter,11.12,co2_emmission
Ethiopia,Pork,0.07,co2_emmission
Ethiopia,Poultry,0.71,co2_emmission
Ethiopia,Beef,111.4,co2_emmission
Ethiopia,Lamb & Goat,54.98,co2_emmission
Ethiopia,Fish,0.38,co2_emmission
Ethiopia,Eggs,0.33,co2_emmission
Ethiopia,Milk - inc. cheese,62.87,co2_emmission
Ethiopia,Wheat and Wheat Products,5.96,co2_emmission
Ethiopia,Rice,2.88,co2_emmission
Ethiopia,Soybeans,0.2,co2_emmission
Ethiopia,Nuts inc. Peanut Butter,2.14,co2_emmission
Myanmar,Pork,40.03,co2_emmission
Myanmar,Poultry,23.49,co2_emmission
Myanmar,Beef,152.44,co2_emmission
Myanmar,Lamb & Goat,31.17,co2_emmission
Myanmar,Fish,86.64,co2_emmission
Myanmar,Eggs,5.92,co2_emmission
Myanmar,Milk - inc. cheese,44.84,co2_emmission
Myanmar,Wheat and Wheat Products,1.19,co2_emmission
Myanmar,Rice,169.94,co2_emmission
Myanmar,Soybeans,0.17,co2_emmission
Myanmar,Nuts inc. Peanut Butter,7.97,co2_emmission
Congo,Pork,8.46,co2_emmission
Congo,Poultry,13.99,co2_emmission
Congo,Beef,134.23,co2_emmission
Congo,Lamb & Goat,14.01,co2_emmission
Congo,Fish,41.86,co2_emmission
Congo,Eggs,0.55,co2_emmission
Congo,Milk - inc. cheese,15.23,co2_emmission
Congo,Wheat and Wheat Products,7.64,co2_emmission
Congo,Rice,21.13,co2_emmission
Congo,Soybeans,0,co2_emmission
Congo,Nuts inc. Peanut Butter,5.45,co2_emmission
Zambia,Pork,5.88,co2_emmission
Zambia,Poultry,3.53,co2_emmission
Zambia,Beef,146.88,co2_emmission
Zambia,Lamb & Goat,23.81,co2_emmission
Zambia,Fish,9.9,co2_emmission
Zambia,Eggs,3.05,co2_emmission
Zambia,Milk - inc. cheese,13.83,co2_emmission
Zambia,Wheat and Wheat Products,2.31,co2_emmission
Zambia,Rice,3.9,co2_emmission
Zambia,Soybeans,3.29,co2_emmission
Zambia,Nuts inc. Peanut Butter,8.92,co2_emmission
Cameroon,Pork,5.2,co2_emmission
Cameroon,Poultry,3.53,co2_emmission
Cameroon,Beef,128.68,co2_emmission
Cameroon,Lamb & Goat,49.03,co2_emmission
Cameroon,Fish,23.49,co2_emmission
Cameroon,Eggs,0.37,co2_emmission
Cameroon,Milk - inc. cheese,21.75,co2_emmission
Cameroon,Wheat and Wheat Products,4.31,co2_emmission
Cameroon,Rice,30.52,co2_emmission
Cameroon,Soybeans,0.29,co2_emmission
Cameroon,Nuts inc. Peanut Butter,16.44,co2_emmission
Madagascar,Pork,9.06,co2_emmission
Madagascar,Poultry,3.37,co2_emmission
Madagascar,Beef,231.74,co2_emmission
Madagascar,Lamb & Goat,19.96,co2_emmission
Madagascar,Fish,7.04,co2_emmission
Madagascar,Eggs,0.65,co2_emmission
Madagascar,Milk - inc. cheese,35.38,co2_emmission
Madagascar,Wheat and Wheat Products,1.72,co2_emmission
Madagascar,Rice,131.21,co2_emmission
Madagascar,Soybeans,0,co2_emmission
Madagascar,Nuts inc. Peanut Butter,0.62,co2_emmission
Malawi,Pork,19.29,co2_emmission
Malawi,Poultry,1.48,co2_emmission
Malawi,Beef,72.52,co2_emmission
Malawi,Lamb & Goat,72.49,co2_emmission
Malawi,Fish,11.7,co2_emmission
Malawi,Eggs,0.99,co2_emmission
Malawi,Milk - inc. cheese,11.37,co2_emmission
Malawi,Wheat and Wheat Products,2.24,co2_emmission
Malawi,Rice,6.08,co2_emmission
Malawi,Soybeans,0.79,co2_emmission
Malawi,Nuts inc. Peanut Butter,8.99,co2_emmission
Guinea,Pork,0.57,co2_emmission
Guinea,Poultry,1.97,co2_emmission
Guinea,Beef,193.17,co2_emmission
Guinea,Lamb & Goat,56.03,co2_emmission
Guinea,Fish,14.66,co2_emmission
Guinea,Eggs,1.79,co2_emmission
Guinea,Milk - inc. cheese,29.37,co2_emmission
Guinea,Wheat and Wheat Products,3.54,co2_emmission
Guinea,Rice,124.28,co2_emmission
Guinea,Soybeans,0,co2_emmission
Guinea,Nuts inc. Peanut Butter,7.33,co2_emmission
Nigeria,Pork,5.2,co2_emmission
Nigeria,Poultry,1.86,co2_emmission
Nigeria,Beef,71.9,co2_emmission
Nigeria,Lamb & Goat,95.25,co2_emmission
Nigeria,Fish,25.59,co2_emmission
Nigeria,Eggs,3.18,co2_emmission
Nigeria,Milk - inc. cheese,11.27,co2_emmission
Nigeria,Wheat and Wheat Products,3.97,co2_emmission
Nigeria,Rice,36.13,co2_emmission
Nigeria,Soybeans,1.17,co2_emmission
Nigeria,Nuts inc. Peanut Butter,12.27,co2_emmission
Rwanda,Pork,2.69,co2_emmission
Rwanda,Poultry,1.44,co2_emmission
Rwanda,Beef,78.07,co2_emmission
Rwanda,Lamb & Goat,67.59,co2_emmission
Rwanda,Fish,6.2,co2_emmission
Rwanda,Eggs,0.15,co2_emmission
Rwanda,Milk - inc. cheese,10.3,co2_emmission
Rwanda,Wheat and Wheat Products,2.16,co2_emmission
Rwanda,Rice,11.13,co2_emmission
Rwanda,Soybeans,0.87,co2_emmission
Rwanda,Nuts inc. Peanut Butter,1.03,co2_emmission
Philippines,Pork,65.13,co2_emmission
Philippines,Poultry,12.79,co2_emmission
Philippines,Beef,125.28,co2_emmission
Philippines,Lamb & Goat,19.61,co2_emmission
Philippines,Fish,45.52,co2_emmission
Philippines,Eggs,3.69,co2_emmission
Philippines,Milk - inc. cheese,22.31,co2_emmission
Philippines,Wheat and Wheat Products,4.41,co2_emmission
Philippines,Rice,152.85,co2_emmission
Philippines,Soybeans,0.01,co2_emmission
Philippines,Nuts inc. Peanut Butter,3.68,co2_emmission
Ghana,Pork,4.81,co2_emmission
Ghana,Poultry,9.27,co2_emmission
Ghana,Beef,33.64,co2_emmission
Ghana,Lamb & Goat,60.93,co2_emmission
Ghana,Fish,41.59,co2_emmission
Ghana,Eggs,1.11,co2_emmission
Ghana,Milk - inc. cheese,12.93,co2_emmission
Ghana,Wheat and Wheat Products,2.76,co2_emmission
Ghana,Rice,40.99,co2_emmission
Ghana,Soybeans,0,co2_emmission
Ghana,Nuts inc. Peanut Butter,9.84,co2_emmission
Togo,Pork,5.56,co2_emmission
Togo,Poultry,7.12,co2_emmission
Togo,Beef,47.21,co2_emmission
Togo,Lamb & Goat,55.33,co2_emmission
Togo,Fish,18.67,co2_emmission
Togo,Eggs,0.79,co2_emmission
Togo,Milk - inc. cheese,11.34,co2_emmission
Togo,Wheat and Wheat Products,2.46,co2_emmission
Togo,Rice,33.26,co2_emmission
Togo,Soybeans,0,co2_emmission
Togo,Nuts inc. Peanut Butter,6.35,co2_emmission
Gambia,Pork,0.64,co2_emmission
Gambia,Poultry,2.86,co2_emmission
Gambia,Beef,66.65,co2_emmission
Gambia,Lamb & Goat,24.86,co2_emmission
Gambia,Fish,36.93,co2_emmission
Gambia,Eggs,0.91,co2_emmission
Gambia,Milk - inc. cheese,65.11,co2_emmission
Gambia,Wheat and Wheat Products,7.23,co2_emmission
Gambia,Rice,79.14,co2_emmission
Gambia,Soybeans,0,co2_emmission
Gambia,Nuts inc. Peanut Butter,9.33,co2_emmission
India,Pork,0.99,co2_emmission
India,Poultry,2.02,co2_emmission
India,Beef,24.99,co2_emmission
India,Lamb & Goat,20.31,co2_emmission
India,Fish,7.52,co2_emmission
India,Eggs,2.37,co2_emmission
India,Milk - inc. cheese,120.36,co2_emmission
India,Wheat and Wheat Products,11.55,co2_emmission
India,Rice,88.93,co2_emmission
India,Soybeans,0.18,co2_emmission
India,Nuts inc. Peanut Butter,3.4,co2_emmission
Thailand,Pork,46.01,co2_emmission
Thailand,Poultry,14.71,co2_emmission
Thailand,Beef,79,co2_emmission
Thailand,Lamb & Goat,1.75,co2_emmission
Thailand,Fish,31.06,co2_emmission
Thailand,Eggs,11.34,co2_emmission
Thailand,Milk - inc. cheese,41.81,co2_emmission
Thailand,Wheat and Wheat Products,2.08,co2_emmission
Thailand,Rice,146.62,co2_emmission
Thailand,Soybeans,0.96,co2_emmission
Thailand,Nuts inc. Peanut Butter,2.66,co2_emmission
Mozambique,Pork,18.16,co2_emmission
Mozambique,Poultry,1.51,co2_emmission
Mozambique,Beef,32.09,co2_emmission
Mozambique,Lamb & Goat,31.52,co2_emmission
Mozambique,Fish,12.36,co2_emmission
Mozambique,Eggs,1.56,co2_emmission
Mozambique,Milk - inc. cheese,6.82,co2_emmission
Mozambique,Wheat and Wheat Products,2.79,co2_emmission
Mozambique,Rice,29.96,co2_emmission
Mozambique,Soybeans,0.01,co2_emmission
Mozambique,Nuts inc. Peanut Butter,4.62,co2_emmission
Cambodia,Pork,23.08,co2_emmission
Cambodia,Poultry,1.98,co2_emmission
Cambodia,Beef,149.66,co2_emmission
Cambodia,Lamb & Goat,0,co2_emmission
Cambodia,Fish,63.21,co2_emmission
Cambodia,Eggs,1.26,co2_emmission
Cambodia,Milk - inc. cheese,4.94,co2_emmission
Cambodia,Wheat and Wheat Products,0.52,co2_emmission
Cambodia,Rice,203.6,co2_emmission
Cambodia,Soybeans,1.95,co2_emmission
Cambodia,Nuts inc. Peanut Butter,2.21,co2_emmission
Sierra Leone,Pork,4.32,co2_emmission
Sierra Leone,Poultry,5.34,co2_emmission
Sierra Leone,Beef,61.41,co2_emmission
Sierra Leone,Lamb & Goat,22.76,co2_emmission
Sierra Leone,Fish,51.14,co2_emmission
Sierra Leone,Eggs,1.76,co2_emmission
Sierra Leone,Milk - inc. cheese,9.97,co2_emmission
Sierra Leone,Wheat and Wheat Products,1.66,co2_emmission
Sierra Leone,Rice,132.19,co2_emmission
Sierra Leone,Soybeans,0,co2_emmission
Sierra Leone,Nuts inc. Peanut Butter,9.86,co2_emmission
Sri Lanka,Pork,0.18,co2_emmission
Sri Lanka,Poultry,5.33,co2_emmission
Sri Lanka,Beef,42.58,co2_emmission
Sri Lanka,Lamb & Goat,3.15,co2_emmission
Sri Lanka,Fish,39.79,co2_emmission
Sri Lanka,Eggs,4.2,co2_emmission
Sri Lanka,Milk - inc. cheese,49.83,co2_emmission
Sri Lanka,Wheat and Wheat Products,7.06,co2_emmission
Sri Lanka,Rice,140.41,co2_emmission
Sri Lanka,Soybeans,0,co2_emmission
Sri Lanka,Nuts inc. Peanut Butter,1.93,co2_emmission
Indonesia,Pork,10.55,co2_emmission
Indonesia,Poultry,8.06,co2_emmission
Indonesia,Beef,79.92,co2_emmission
Indonesia,Lamb & Goat,16.11,co2_emmission
Indonesia,Fish,40.95,co2_emmission
Indonesia,Eggs,4.48,co2_emmission
Indonesia,Milk - inc. cheese,21.11,co2_emmission
Indonesia,Wheat and Wheat Products,4.85,co2_emmission
Indonesia,Rice,172.27,co2_emmission
Indonesia,Soybeans,0.5,co2_emmission
Indonesia,Nuts inc. Peanut Butter,8.71,co2_emmission
Liberia,Pork,14.19,co2_emmission
Liberia,Poultry,9.57,co2_emmission
Liberia,Beef,24.07,co2_emmission
Liberia,Lamb & Goat,16.81,co2_emmission
Liberia,Fish,6.59,co2_emmission
Liberia,Eggs,1.88,co2_emmission
Liberia,Milk - inc. cheese,4.33,co2_emmission
Liberia,Wheat and Wheat Products,2.09,co2_emmission
Liberia,Rice,121.25,co2_emmission
Liberia,Soybeans,0.28,co2_emmission
Liberia,Nuts inc. Peanut Butter,2.32,co2_emmission
Bangladesh,Pork,0,co2_emmission
Bangladesh,Poultry,1.5,co2_emmission
Bangladesh,Beef,39.5,co2_emmission
Bangladesh,Lamb & Goat,46.58,co2_emmission
Bangladesh,Fish,28.85,co2_emmission
Bangladesh,Eggs,1.91,co2_emmission
Bangladesh,Milk - inc. cheese,31.21,co2_emmission
Bangladesh,Wheat and Wheat Products,3.33,co2_emmission
Bangladesh,Rice,219.76,co2_emmission
Bangladesh,Soybeans,0.27,co2_emmission
Bangladesh,Nuts inc. Peanut Butter,1.27,co2_emmission
